Unnamed: 0,title,collection,room,startYear,endYear,creatorName,url,image
464615,"Portrait de Titus (1641-1668), fils de l’artiste",Département des Peintures,"Salle 844, Aile Richelieu, Niveau 2",1662.0,,"Rembrandt, Harmensz. van Rijn",https://collections.louvre.fr/ark:/53355/cl010061070,https://collections.louvre.fr/media/cache/large/0000000021/0000061070/0000868053_OG.JPG
464622,Le Concert,Département des Peintures,"Salle 823, Aile Richelieu, Niveau 2",1500.0,1600.0,France Fontainebleau,https://collections.louvre.fr/ark:/53355/cl010061077,https://collections.louvre.fr/media/cache/large/0000000021/0000061077/0001179043_OG.JPG
464624,Le Christ parmi les docteurs,Département des Peintures,"Salle 712, Aile Denon, Niveau 1",1600.0,1700.0,"Serodine, Giovanni",https://collections.louvre.fr/ark:/53355/cl010061079,https://collections.louvre.fr/media/cache/large/0000000021/0000061079/0000147435_OG.JPG
464626,La Visitation,Département des Peintures,"Salle 712, Aile Denon, Niveau 1",1519.0,,"Sebastiano del Piombo (Sebastianio Luciani, dit)",https://collections.louvre.fr/ark:/53355/cl010061082,https://collections.louvre.fr/media/cache/large/0000000021/0000061082/0000684394_OG.JPG
464634,"Triptyque de la famille Sedano : volet droit : Marie, épouse de Jean de Sedano, en prière avec saint Jean l'Évangéliste ; face externe : Ève, nue",Département des Peintures,"Salle 818, Aile Richelieu, Niveau 2",1490.0,1495.0,"David, Gérard",https://collections.louvre.fr/ark:/53355/cl010061123,https://collections.louvre.fr/media/cache/large/0000000021/0000061123/0000738662_OG.JPG
464648,Femme jouant de la guitare,Département des Peintures,"Salle 841, Aile Richelieu, Niveau 2",1600.0,1700.0,"Honthorst, Gerrit van",https://collections.louvre.fr/ark:/53355/cl010061185,https://collections.louvre.fr/media/cache/large/0000000021/0000061185/0000136330_OG.JPG
464652,Un Déjeuner de chasse,Département des Peintures,"Salle 919, Aile Sully, Niveau 2",1737.0,,"Troy, Jean-François de",https://collections.louvre.fr/ark:/53355/cl010061192,https://collections.louvre.fr/media/cache/large/0000000021/0000061192/0000355149_OG.JPG
464655,Les deux Cousines,Département des Peintures,"Salle 918, Aile Sully, Niveau 2",1716.0,1717.0,"Watteau, Jean-Antoine",https://collections.louvre.fr/ark:/53355/cl010061196,https://collections.louvre.fr/media/cache/large/0000000021/0000061196/0000135481_OG.JPG
464664,La Cruche cassée. Copie ou esquisse originale d'après le tableau original conservé au Louvre.,Département des Peintures,"Salle 932, Aile Sully, Niveau 2",1700.0,1800.0,"Greuze, Jean-Baptiste",https://collections.louvre.fr/ark:/53355/cl010061160,https://collections.louvre.fr/media/cache/large/0000000021/0000061160/0000993881_OG.JPG
464671,La Course d'Hippomène et d'Atalante.,Département des Peintures,"Salle 660, Aile Sully, Niveau 1",1765.0,,"Hallé, Noël",https://collections.louvre.fr/ark:/53355/cl010061167,https://collections.louvre.fr/media/cache/large/0000000021/0000061167/0000347017_OG.JPG
464673,Retable de la Déploration Christ : La Stigmatisation de saint François d'Assise.,Département des Peintures,"Salle 814, Aile Richelieu, Niveau 2",1520.0,1525.0,"Cleve, Joos van",https://collections.louvre.fr/ark:/53355/cl010061169,https://collections.louvre.fr/media/cache/large/0000000021/0000061169/0000798949_OG.JPG
464674,Retable de la Déploration du Christ : La Cène.,Département des Peintures,"Salle 814, Aile Richelieu, Niveau 2",1520.0,1525.0,"Cleve, Joos van",https://collections.louvre.fr/ark:/53355/cl010061170,https://collections.louvre.fr/media/cache/large/0000000021/0000061170/0000135927_OG.JPG
464677,L'Enfant Jésus en gloire entouré de quatre saints (grisaille),Département des Peintures,"Salle 854, Aile Richelieu, Niveau 2",1630.0,1640.0,"Sallaert, Anton",https://collections.louvre.fr/ark:/53355/cl010061173,https://collections.louvre.fr/media/cache/large/0000000021/0000061173/0000599049_OG.JPG
464680,Dames de Malte se faisant visite.,Département des Peintures,"Salle 921, Aile Sully, Niveau 2",1762.0,,"Favray, Chevalier Antoine de",https://collections.louvre.fr/ark:/53355/cl010061034,https://collections.louvre.fr/media/cache/large/0000000021/0000061034/0000134608_OG.JPG
464683,"Triptyque de la famille Sedano : volet gauche : Jean de Sedano et son fils en prière, avec saint Jean Baptiste ; face externe : Adam, nu",Département des Peintures,"Salle 818, Aile Richelieu, Niveau 2",1490.0,1495.0,"David, Gérard",https://collections.louvre.fr/ark:/53355/cl010061254,https://collections.louvre.fr/media/cache/large/0000000021/0000061254/0000738661_OG.JPG
